EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
E800,Jordan Zhu,Sr. Manger,Marketing,Manufacturing,Male,Asian,36.0,2017-01-29,143970.0,12% ,United States,Seattle,2017-12-09
E801,Jackson Navarro,Director,Sales,Corporate,Male,Latino,56.0,2020-09-25,163143.0,28% ,Brazil,Sao Paulo,Still Working
E802,Sadie Patterson,Sr. Analyst,Accounting,Speciality Products,Female,Caucasian,42.0,2020-07-24,89390.0,0% ,United States,Seattle,Still Working
E803,Christopher Butler,Network Architect,IT,Manufacturing,Male,Caucasian,45.0,2017-10-05,67468.0,0% ,United States,Miami,Still Working
E804,Penelope Rodriguez,Engineering Manager,Engineering,Manufacturing,Female,Latino,53.0,2016-03-12,100810.0,12% ,Brazil,Rio de Janerio,Still Working
E805,Emily Lau,Sr. Analyst,Finance,Manufacturing,Female,Asian,39.0,2019-03-18,74779.0,0% ,United States,Phoenix,Still Working
E806,Sophie Oh,Network Engineer,IT,Corporate,Female,Asian,33.0,2017-11-09,63985.0,0% ,United States,Miami,Still Working
E807,Chloe Allen,Solutions Architect,IT,Manufacturing,Female,Caucasian,68.0,2004-07-08,77903.0,0% ,United States,Seattle,Still Working
E808,Caleb Nelson,Director,Marketing,Corporate,Male,Caucasian,37.0,2017-06-12,164396.0,29% ,United States,Columbus,Still Working
E809,Oliver Moua,IT Systems Architect,IT,Corporate,Male,Asian,33.0,2021-06-28,71234.0,0% ,United States,Seattle,Still Working
E810,Wesley Doan,Manager,Finance,Corporate,Male,Asian,67.0,2004-04-19,122487.0,8% ,China,Shanghai,Still Working
E811,Nova Hsu,Manager,Human Resources,Speciality Products,Female,Asian,36.0,2017-01-03,101870.0,10% ,United States,Phoenix,Still Working
E812,Levi Moreno,Systems Analyst,IT,Research & Development,Male,Latino,68.0,2020-06-27,40316.0,0% ,Brazil,Manaus,Still Working
E813,Gianna Ha,Manager,IT,Research & Development,Female,Asian,59.0,2005-02-08,115145.0,5% ,China,Chongqing,Still Working
E814,Lillian Gonzales,Cloud Infrastructure Architect,IT,Manufacturing,Female,Latino,47.0,2009-03-13,62335.0,0% ,Brazil,Manaus,Still Working
E815,Ezra Singh,Analyst,Finance,Manufacturing,Male,Asian,60.0,2006-05-10,41561.0,0% ,United States,Austin,Still Working
E816,Audrey Patel,Sr. Manger,Finance,Speciality Products,Female,Asian,41.0,2011-04-24,131183.0,14% ,China,Shanghai,2016-03-16
E817,Brooklyn Cho,Technical Architect,IT,Manufacturing,Female,Asian,49.0,2002-07-08,92655.0,0% ,China,Chengdu,Still Working
E818,Piper Ramos,Sr. Manger,Sales,Manufacturing,Female,Latino,53.0,1996-04-02,157057.0,12% ,United States,Miami,Still Working
E819,Eleanor Williams,Enterprise Architect,IT,Speciality Products,Female,Caucasian,65.0,2005-02-09,64462.0,0% ,United States,Chicago,Still Working
E820,Melody Grant,Quality Engineer,Engineering,Corporate,Female,Caucasian,45.0,2005-10-07,79352.0,0% ,United States,Seattle,Still Working
E821,Paisley Sanders,Sr. Manger,Marketing,Speciality Products,Female,Caucasian,59.0,2001-03-27,157812.0,11% ,United States,Miami,Still Working
E822,Santiago f Gray,Quality Engineer,Engineering,Corporate,Male,Caucasian,31.0,2018-09-11,80745.0,0% ,United States,Chicago,Still Working
E823,Josephine Richardson,System AdministratorÊ,IT,Manufacturing,Female,Caucasian,61.0,1996-02-18,75354.0,0% ,United States,Austin,1996-12-14
E824,Jaxson Santiago,Engineering Manager,Engineering,Research & Development,Male,Latino,60.0,2018-09-20,78938.0,14% ,United States,Phoenix,Still Working
E825,Lincoln Ramos,Operations Engineer,Engineering,Corporate,Male,Latino,63.0,2008-09-10,96313.0,0% ,United States,Austin,Still Working
E826,Dylan Campbell,Director,Engineering,Speciality Products,Male,Caucasian,49.0,2010-11-29,153767.0,27% ,United States,Phoenix,Still Working
E827,Olivia Gray,Manager,Marketing,Research & Development,Female,Black,46.0,2015-09-19,103423.0,6% ,United States,Columbus,Still Working
E828,Emery Doan,Controls Engineer,Engineering,Corporate,Female,Asian,29.0,2021-06-23,86464.0,0% ,China,Shanghai,Still Working
E829,Caroline Perez,Controls Engineer,Engineering,Corporate,Female,Latino,33.0,2018-01-14,80516.0,0% ,Brazil,Sao Paulo,Still Working
E830,Genesis Woods,Manager,Human Resources,Speciality Products,Female,Black,37.0,2013-08-21,105390.0,6% ,United States,Columbus,Still Working
E831,Ruby Sun,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,54.0,2021-09-06,83418.0,0% ,China,Shanghai,Still Working
E832,Nevaeh James,Solutions Architect,IT,Speciality Products,Female,Caucasian,49.0,2017-11-03,66660.0,0% ,United States,Austin,Still Working
E833,Parker Sandoval,Manager,Human Resources,Speciality Products,Male,Latino,63.0,2015-06-10,101985.0,7% ,United States,Miami,Still Working
E834,Austin Rojas,Vice President,Finance,Corporate,Male,Latino,33.0,2018-12-05,199504.0,30% ,United States,Austin,Still Working
E835,Vivian Espinoza,Sr. Manger,Sales,Corporate,Female,Latino,56.0,2006-10-05,147966.0,11% ,Brazil,Rio de Janerio,2019-05-23
E836,Cooper Gupta,Business Partner,Human Resources,Speciality Products,Male,Asian,62.0,2014-06-20,41728.0,0% ,China,Chongqing,Still Working
E837,Axel Santos,Sr. Analyst,Accounting,Speciality Products,Male,Latino,66.0,2011-02-17,94422.0,0% ,United States,Phoenix,Still Working
E838,Samuel Song,Director,Sales,Corporate,Male,Asian,35.0,2015-06-29,191026.0,16% ,United States,Columbus,Still Working
E839,Aiden Silva,Vice President,IT,Research & Development,Male,Latino,46.0,2010-11-29,186725.0,32% ,Brazil,Manaus,Still Working
E840,Eliana Allen,Business Partner,Human Resources,Research & Development,Female,Caucasian,60.0,2009-08-20,52800.0,0% ,United States,Phoenix,Still Working
E841,Grayson James,Operations Engineer,Engineering,Speciality Products,Male,Caucasian,58.0,2010-12-05,113982.0,0% ,United States,Seattle,Still Working
E842,Hailey Yee,Account Representative,Sales,Research & Development,Female,Asian,58.0,2021-03-16,56239.0,0% ,China,Chongqing,Still Working
E843,Ian Vargas,Analyst,Sales,Manufacturing,Male,Latino,30.0,2021-03-02,44732.0,0% ,Brazil,Rio de Janerio,Still Working
E844,John Trinh,Director,Marketing,Corporate,Male,Asian,53.0,2014-06-26,153961.0,25% ,China,Shanghai,Still Working
E845,Sofia Trinh,Network Architect,IT,Speciality Products,Female,Asian,49.0,2006-12-18,68337.0,0% ,China,Chongqing,Still Working
E846,Santiago f Moua,Sr. Manger,Human Resources,Corporate,Male,Asian,49.0,2010-05-07,145093.0,12% ,United States,Chicago,Still Working
E847,Layla Collins,IT Systems Architect,IT,Speciality Products,Female,Caucasian,30.0,2021-03-11,74170.0,0% ,United States,Austin,Still Working
E848,Jaxon Powell,Field Engineer,Engineering,Research & Development,Male,Caucasian,63.0,1996-03-29,62605.0,0% ,United States,Austin,Still Working
E849,Naomi Washington,Manager,IT,Speciality Products,Female,Caucasian,55.0,2020-03-13,107195.0,9% ,United States,Austin,Still Working
E850,Ryan Holmes,Sr. Manger,Marketing,Speciality Products,Male,Caucasian,49.0,2018-01-11,127422.0,15% ,United States,Columbus,Still Working
E851,Bella Holmes,Director,Accounting,Research & Development,Female,Caucasian,39.0,2017-06-26,161269.0,27% ,United States,Miami,Still Working
E852,Hailey Sanchez,Vice President,Marketing,Corporate,Female,Latino,36.0,2014-02-05,203445.0,34% ,Brazil,Manaus,Still Working
E853,Sofia Yoon,Sr. Manger,Human Resources,Research & Development,Female,Asian,41.0,2011-01-17,131353.0,11% ,China,Shanghai,Still Working
E854,Eli Rahman,Service Desk Analyst,IT,Manufacturing,Male,Asian,49.0,2010-03-16,88182.0,0% ,China,Chengdu,Still Working
E855,Christopher Howard,Enterprise Architect,IT,Speciality Products,Male,Caucasian,65.0,2019-08-26,75780.0,0% ,United States,Seattle,Still Working
E856,Alice Mehta,Analyst II,Sales,Research & Development,Female,Asian,49.0,2019-04-02,52621.0,0% ,China,Beijing,Still Working
E857,Cooper Yoon,Engineering Manager,Engineering,Research & Development,Male,Asian,64.0,2018-02-15,106079.0,14% ,United States,Austin,2021-04-09
E858,John Delgado,Cloud Infrastructure Architect,IT,Corporate,Male,Latino,34.0,2017-02-11,92058.0,0% ,United States,Austin,Still Working
E859,Jaxson Liang,Field Engineer,Engineering,Manufacturing,Male,Asian,68.0,2019-03-03,67114.0,0% ,United States,Phoenix,Still Working
E860,Caroline Santos,Analyst II,Finance,Research & Development,Female,Latino,29.0,2020-07-12,56565.0,0% ,Brazil,Sao Paulo,Still Working
E861,Lily Henderson,HRIS Analyst,Human Resources,Manufacturing,Female,Caucasian,65.0,2011-05-20,64937.0,0% ,United States,Phoenix,Still Working
E862,Hannah Martinez,Manager,Marketing,Manufacturing,Female,Latino,69.0,2006-09-07,127626.0,10% ,United States,Miami,Still Working
E863,William Phillips,Network Architect,IT,Corporate,Male,Black,65.0,2004-01-27,88478.0,0% ,United States,Austin,Still Working
E864,Eliza Zheng,Computer Systems Manager,IT,Speciality Products,Female,Asian,52.0,2014-04-20,91679.0,7% ,China,Chongqing,Still Working
E865,John Dang,Director,Sales,Corporate,Male,Asian,62.0,1992-03-19,199848.0,16% ,China,Chongqing,Still Working
E866,Joshua Yang,Network Engineer,IT,Manufacturing,Male,Asian,38.0,2018-11-10,61944.0,0% ,China,Shanghai,Still Working
E867,Hazel Young,Sr. Manger,Sales,Speciality Products,Female,Black,34.0,2017-08-13,154624.0,15% ,United States,Austin,Still Working
E868,Thomas Jung,Sr. Analyst,Accounting,Research & Development,Male,Asian,54.0,2009-10-23,79447.0,0% ,China,Shanghai,Still Working
E869,Xavier Perez,Sr. Analyst,Sales,Manufacturing,Male,Latino,55.0,1998-02-26,71111.0,0% ,Brazil,Rio de Janerio,Still Working
E870,Elijah Coleman,Sr. Manger,Sales,Research & Development,Male,Caucasian,57.0,2014-10-19,159538.0,11% ,United States,Miami,Still Working
E871,Clara Sanchez,Controls Engineer,Engineering,Corporate,Female,Latino,51.0,2018-10-02,111404.0,0% ,Brazil,Rio de Janerio,Still Working
E872,Isaac Stewart,Director,Marketing,Speciality Products,Male,Caucasian,29.0,2020-08-15,172007.0,26% ,United States,Miami,Still Working
E873,Claire Romero,Vice President,Marketing,Manufacturing,Female,Latino,41.0,2011-07-21,219474.0,36% ,Brazil,Manaus,Still Working
E874,Andrew Coleman,Director,Finance,Corporate,Male,Caucasian,45.0,2019-05-15,174415.0,23% ,United States,Miami,Still Working
E875,Riley Rojas,Network Architect,IT,Speciality Products,Female,Latino,40.0,2021-01-21,90333.0,0% ,Brazil,Rio de Janerio,Still Working
E876,Landon Thao,HRIS Analyst,Human Resources,Speciality Products,Male,Asian,29.0,2021-01-21,67299.0,0% ,United States,Phoenix,Still Working
E877,Hadley Ford,Systems Analyst,IT,Research & Development,Female,Caucasian,56.0,2005-02-23,45286.0,0% ,United States,Chicago,Still Working
E878,Austin Brown,Director,Marketing,Research & Development,Male,Caucasian,52.0,2007-08-08,194723.0,25% ,United States,Phoenix,Still Working
E879,Christian Fong,Manager,Sales,Research & Development,Male,Asian,53.0,2012-08-10,109850.0,7% ,China,Beijing,2020-02-04
E880,Hazel Alvarez,Business Partner,Human Resources,Research & Development,Female,Latino,66.0,2014-04-19,45295.0,0% ,Brazil,Sao Paulo,Still Working
E881,Isabella Bailey,Network Administrator,IT,Manufacturing,Female,Caucasian,40.0,2010-08-23,61310.0,0% ,United States,Phoenix,Still Working
E882,Lincoln Huynh,System AdministratorÊ,IT,Research & Development,Male,Asian,59.0,2016-11-09,87851.0,0% ,China,Chongqing,Still Working
E883,Hadley Yee,Business Partner,Human Resources,Speciality Products,Female,Asian,35.0,2018-03-12,47913.0,0% ,United States,Seattle,Still Working
E884,Julia Doan,Business Partner,Human Resources,Speciality Products,Female,Asian,57.0,2017-09-07,46727.0,0% ,United States,Columbus,2018-05-31
E885,Dylan Ali,Sr. Manger,Human Resources,Speciality Products,Male,Asian,31.0,2021-04-16,133400.0,11% ,United States,Phoenix,Still Working
E886,Eloise Trinh,Solutions Architect,IT,Speciality Products,Female,Asian,43.0,2020-04-22,90535.0,0% ,United States,Miami,Still Working
E887,Dylan Kumar,Sr. Analyst,Marketing,Speciality Products,Male,Asian,59.0,2006-07-11,93343.0,0% ,China,Chongqing,Still Working
E888,Emily Gupta,HRIS Analyst,Human Resources,Corporate,Female,Asian,48.0,2006-02-23,63705.0,0% ,United States,Miami,Still Working
E889,Silas Rivera,Vice President,Sales,Corporate,Male,Latino,52.0,2000-02-28,258081.0,30% ,United States,Chicago,Still Working
E890,Jackson Jordan,Business Partner,Human Resources,Research & Development,Male,Black,52.0,2020-09-21,54654.0,0% ,United States,Phoenix,Still Working
E891,Isaac Joseph,Analyst,Sales,Manufacturing,Male,Caucasian,58.0,1998-09-24,58006.0,0% ,United States,Seattle,Still Working
E892,Hailey Lai,Sr. Manger,Finance,Manufacturing,Female,Asian,46.0,2011-03-18,150034.0,12% ,China,Beijing,Still Working
E893,Leilani Thao,Director,Human Resources,Speciality Products,Female,Asian,42.0,2007-05-30,198562.0,22% ,United States,Seattle,Still Working
E894,Madeline Watson,Account Representative,Sales,Research & Development,Female,Black,44.0,2009-05-27,62411.0,0% ,United States,Miami,2021-08-14
E895,Silas Huang,Engineering Manager,Engineering,Research & Development,Male,Asian,61.0,1992-01-09,111299.0,12% ,United States,Miami,Still Working
E896,Peyton Walker,Analyst,Marketing,Research & Development,Female,Caucasian,47.0,2019-07-13,41545.0,0% ,United States,Miami,Still Working
E897,Jeremiah Hernandez,Network Engineer,IT,Manufacturing,Male,Latino,30.0,2019-04-14,74467.0,0% ,United States,Columbus,2021-01-15
E898,Jace Washington,Manager,Accounting,Research & Development,Male,Caucasian,48.0,2002-02-09,117545.0,6% ,United States,Phoenix,Still Working
E899,Landon Kim,Manager,Human Resources,Speciality Products,Male,Asian,54.0,2012-03-15,117226.0,8% ,United States,Phoenix,Still Working
E900,Peyton Vasquez,Analyst,Accounting,Corporate,Female,Latino,30.0,2019-01-24,55767.0,0% ,United States,Phoenix,Still Working
E901,Charlotte Baker,Analyst II,Sales,Manufacturing,Female,Caucasian,33.0,2016-11-17,60930.0,0% ,United States,Austin,Still Working
E902,Elena Mendoza,Director,Sales,Speciality Products,Female,Latino,31.0,2018-10-24,154973.0,29% ,Brazil,Sao Paulo,Still Working
E903,Nova Lin,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,37.0,2017-10-21,69332.0,0% ,United States,Columbus,Still Working
E904,Ivy Desai,Controls Engineer,Engineering,Research & Development,Female,Asian,63.0,2001-04-09,119699.0,0% ,China,Shanghai,Still Working
E905,Josephine Acosta,Director,Human Resources,Speciality Products,Female,Latino,44.0,2020-09-20,198176.0,17% ,Brazil,Manaus,Still Working
E906,Nora Nunez,Analyst II,Finance,Research & Development,Female,Latino,49.0,2012-08-06,58586.0,0% ,Brazil,Sao Paulo,Still Working
E907,Caleb Xiong,Sr. Account Representative,Sales,Corporate,Male,Asian,42.0,2011-11-28,74010.0,0% ,United States,Chicago,Still Working
E908,Henry Green,Sr. Account Representative,Sales,Speciality Products,Male,Caucasian,36.0,2020-02-03,96598.0,0% ,United States,Phoenix,Still Working
E909,Madelyn Chan,Manager,Sales,Speciality Products,Female,Asian,68.0,2003-05-21,106444.0,5% ,United States,Phoenix,Still Working
E910,Angel Delgado,Director,Finance,Corporate,Male,Latino,35.0,2017-08-10,156931.0,28% ,United States,Seattle,Still Working
E911,Mia Herrera,Director,Marketing,Research & Development,Female,Latino,47.0,2014-10-16,171360.0,23% ,Brazil,Manaus,Still Working
E912,Peyton Harris,Enterprise Architect,IT,Research & Development,Female,Caucasian,49.0,2009-04-05,64505.0,0% ,United States,Miami,Still Working
E913,David Herrera,Engineering Manager,Engineering,Speciality Products,Male,Latino,36.0,2021-10-09,102298.0,13% ,Brazil,Rio de Janerio,Still Working
E914,Avery Dominguez,Sr. Manger,Sales,Corporate,Female,Latino,31.0,2019-09-13,133297.0,13% ,Brazil,Rio de Janerio,Still Working
E915,Grace Carter,Sr. Manger,Human Resources,Speciality Products,Female,Black,29.0,2021-03-17,155080.0,10% ,United States,Austin,Still Working
E916,Parker Allen,Sr. Analyst,Sales,Speciality Products,Male,Caucasian,35.0,2018-08-13,81828.0,0% ,United States,Miami,Still Working
E917,Sadie Lee,Sr. Manger,Marketing,Corporate,Female,Asian,69.0,2000-10-24,149417.0,13% ,China,Chengdu,Still Working
E918,Cooper Valdez,Manager,Sales,Corporate,Male,Latino,54.0,2012-04-25,113269.0,9% ,Brazil,Sao Paulo,Still Working
E919,Sebastian Fong,Sr. Manger,IT,Manufacturing,Male,Asian,50.0,2017-12-16,136716.0,12% ,United States,Austin,Still Working
E920,Roman Munoz,Sr. Manger,Sales,Speciality Products,Male,Latino,58.0,2011-10-20,122644.0,12% ,United States,Austin,Still Working
E921,Charlotte Chang,Manager,Sales,Research & Development,Female,Asian,54.0,2000-05-07,106428.0,7% ,United States,Chicago,Still Working
E922,Xavier Davis,Vice President,Finance,Corporate,Male,Caucasian,40.0,2009-01-17,238236.0,31% ,United States,Seattle,Still Working
E923,Natalie Carter,Director,Finance,Corporate,Female,Caucasian,68.0,2012-12-21,153253.0,24% ,United States,Austin,Still Working
E924,Elena Richardson,Manager,Accounting,Manufacturing,Female,Caucasian,38.0,2014-10-03,103707.0,9% ,United States,Columbus,Still Working
E925,Emilia Bailey,Vice President,Accounting,Speciality Products,Female,Caucasian,45.0,2012-08-09,245360.0,37% ,United States,Austin,Still Working
E926,Ryan Lu,Development Engineer,Engineering,Speciality Products,Male,Asian,29.0,2021-07-08,67275.0,0% ,United States,Columbus,Still Working
E927,Asher Huynh,Manager,IT,Manufacturing,Male,Asian,49.0,2015-01-22,101288.0,10% ,United States,Phoenix,Still Working
E928,Kinsley Martinez,Director,Human Resources,Speciality Products,Female,Latino,56.0,1993-08-28,177443.0,25% ,Brazil,Sao Paulo,Still Working
E929,Paisley Bryant,Cloud Infrastructure Architect,IT,Manufacturing,Female,Black,41.0,2016-04-27,91400.0,0% ,United States,Chicago,Still Working
E930,Joshua Ramirez,Vice President,Human Resources,Corporate,Male,Latino,48.0,2007-09-10,181247.0,33% ,Brazil,Sao Paulo,Still Working
E931,Joshua Martin,Sr. Manger,Human Resources,Research & Development,Male,Black,46.0,2003-10-20,135558.0,14% ,United States,Phoenix,Still Working
E932,Charles Moore,Analyst,Accounting,Speciality Products,Male,Caucasian,53.0,2011-12-17,56878.0,0% ,United States,Seattle,Still Working
E933,Angel Do,IT Systems Architect,IT,Speciality Products,Male,Asian,38.0,2019-09-20,94735.0,0% ,China,Beijing,Still Working
E934,Maverick Medina,Analyst II,Sales,Manufacturing,Male,Latino,43.0,2007-05-27,51234.0,0% ,United States,Seattle,Still Working
E935,Isaac Han,Vice President,Human Resources,Speciality Products,Male,Asian,35.0,2015-01-14,230025.0,34% ,United States,Phoenix,Still Working
E936,Eliza Liang,Sr. Manger,Human Resources,Speciality Products,Female,Asian,40.0,2010-03-11,134006.0,13% ,China,Beijing,Still Working
E937,Zoe Zhou,Manager,Finance,Corporate,Female,Asian,65.0,2009-10-06,103096.0,7% ,China,Beijing,Still Working
E938,Nathan Lee,Analyst,Accounting,Manufacturing,Male,Asian,33.0,2016-08-20,58703.0,0% ,United States,Columbus,Still Working
E939,Elijah Ramos,Sr. Manger,IT,Speciality Products,Male,Latino,37.0,2012-12-24,132544.0,10% ,Brazil,Rio de Janerio,Still Working
E940,Jaxson Coleman,Manager,Finance,Manufacturing,Male,Caucasian,36.0,2020-04-15,126671.0,9% ,United States,Miami,Still Working
E941,Hailey Hong,Account Representative,Sales,Research & Development,Female,Asian,37.0,2021-01-22,56405.0,0% ,United States,Chicago,Still Working
E942,Gabriella Zhu,Computer Systems Manager,IT,Speciality Products,Female,Asian,40.0,2014-11-29,88730.0,8% ,China,Chongqing,Still Working
E943,Aaron Maldonado,Analyst II,Finance,Manufacturing,Male,Latino,43.0,2008-09-17,62861.0,0% ,United States,Seattle,Still Working
E944,Samantha Vargas,Director,Human Resources,Corporate,Female,Latino,57.0,2006-07-21,151246.0,21% ,Brazil,Sao Paulo,Still Working
E945,Nora Le,Sr. Manger,IT,Manufacturing,Female,Asian,57.0,1997-04-12,154388.0,10% ,United States,Seattle,Still Working
E946,Alice Roberts,Director,Human Resources,Manufacturing,Female,Caucasian,58.0,1994-09-26,162978.0,17% ,United States,Miami,2004-05-24
E947,Colton Garcia,Solutions Architect,IT,Speciality Products,Male,Latino,59.0,1993-11-17,80170.0,0% ,United States,Miami,Still Working
E948,Stella Lai,Sr. Analyst,Accounting,Manufacturing,Female,Asian,48.0,2021-04-28,98520.0,0% ,United States,Miami,Still Working
E949,Leonardo Luong,Manager,Finance,Manufacturing,Male,Asian,56.0,1999-12-29,116527.0,7% ,United States,Phoenix,Still Working
E950,Nicholas Wong,Director,Sales,Research & Development,Male,Asian,31.0,2019-11-07,174607.0,29% ,United States,Columbus,Still Working
E951,Jeremiah Castillo,Analyst II,Accounting,Research & Development,Male,Latino,62.0,2006-04-12,64202.0,0% ,United States,Columbus,Still Working
E952,Cooper Jiang,Analyst II,Accounting,Corporate,Male,Asian,53.0,2019-07-25,50883.0,0% ,China,Chongqing,2021-03-02
E953,Penelope Silva,Network Architect,IT,Speciality Products,Female,Latino,40.0,2016-11-03,94618.0,0% ,United States,Columbus,Still Working
E954,Jose Richardson,Director,Marketing,Research & Development,Male,Caucasian,30.0,2019-10-15,151556.0,20% ,United States,Miami,Still Working
E955,Eleanor Chau,Development Engineer,Engineering,Research & Development,Female,Asian,41.0,2020-03-08,80659.0,0% ,United States,Phoenix,Still Working
E956,John Cho,Director,Human Resources,Speciality Products,Male,Asian,51.0,2019-11-03,195385.0,21% ,China,Chengdu,Still Working
E957,Julian Delgado,Systems Analyst,IT,Speciality Products,Male,Latino,33.0,2016-05-19,52693.0,0% ,Brazil,Rio de Janerio,Still Working
E958,Isabella Scott,Network Administrator,IT,Research & Development,Female,Caucasian,62.0,2016-04-26,72045.0,0% ,United States,Phoenix,Still Working
E959,Parker Avila,Analyst II,Marketing,Manufacturing,Male,Latino,51.0,2005-11-28,62749.0,0% ,Brazil,Manaus,Still Working
E960,Luke Vu,Sr. Manger,Marketing,Speciality Products,Male,Asian,56.0,2018-06-04,154884.0,10% ,China,Shanghai,Still Working
E961,Jameson Nelson,Network Architect,IT,Research & Development,Male,Caucasian,65.0,2016-03-08,96566.0,0% ,United States,Columbus,Still Working
E962,Adrian Fernandez,Systems Analyst,IT,Research & Development,Male,Latino,49.0,2001-08-23,54994.0,0% ,United States,Columbus,Still Working
E963,Madison Hunter,Network Administrator,IT,Corporate,Female,Caucasian,44.0,2012-02-05,61523.0,0% ,United States,Columbus,Still Working
E964,Jordan Phillips,Vice President,Human Resources,Corporate,Male,Black,49.0,2010-12-12,190512.0,32% ,United States,Columbus,Still Working
E965,Maya Chan,Controls Engineer,Engineering,Speciality Products,Female,Asian,41.0,2013-02-13,124827.0,0% ,China,Beijing,Still Working
E966,Wesley King,Manager,Accounting,Manufacturing,Male,Caucasian,61.0,2019-01-19,101577.0,5% ,United States,Chicago,Still Working
E967,Sofia Fernandez,Manager,Accounting,Manufacturing,Female,Latino,48.0,2005-10-17,105223.0,10% ,United States,Phoenix,Still Working
E968,Maverick Figueroa,IT Systems Architect,IT,Corporate,Male,Latino,52.0,2008-07-06,94815.0,0% ,United States,Chicago,Still Working
E969,Hannah Hoang,Manager,Accounting,Speciality Products,Female,Asian,29.0,2021-12-15,114893.0,6% ,China,Chengdu,Still Working
E970,Violet Garcia,Sr. Analyst,Marketing,Speciality Products,Female,Latino,39.0,2017-01-10,80622.0,0% ,United States,Austin,Still Working
E971,Aaliyah Mai,Vice President,IT,Speciality Products,Female,Asian,61.0,2016-11-11,246589.0,33% ,United States,Phoenix,2017-03-26
E972,Austin Vang,Manager,Marketing,Speciality Products,Male,Asian,53.0,2018-05-20,119397.0,9% ,China,Beijing,2019-03-14
E973,Maria Sun,Director,Sales,Corporate,Female,Asian,29.0,2021-12-19,150666.0,23% ,China,Chengdu,Still Working
E974,Madelyn Scott,Sr. Manger,IT,Research & Development,Female,Caucasian,50.0,2002-01-09,148035.0,14% ,United States,Phoenix,Still Working
E975,Dylan Chin,Director,Finance,Corporate,Male,Asian,64.0,2017-06-05,158898.0,18% ,United States,Miami,Still Working
E976,Emery Zhang,Field Engineer,Engineering,Corporate,Female,Asian,49.0,2012-02-28,89659.0,0% ,China,Beijing,Still Working
E977,Riley Washington,Director,Sales,Speciality Products,Female,Caucasian,43.0,2007-04-29,171487.0,23% ,United States,Phoenix,Still Working
E978,Raelynn Rios,Vice President,Sales,Manufacturing,Female,Latino,47.0,2016-08-21,258498.0,35% ,United States,Columbus,Still Working
E979,Anthony Hong,Sr. Manger,IT,Research & Development,Male,Asian,41.0,2010-11-29,146961.0,11% ,United States,Columbus,Still Working
E980,Leo Herrera,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,52.0,1998-04-22,85369.0,0% ,Brazil,Manaus,2004-11-27
E981,Robert Wright,Technical Architect,IT,Manufacturing,Male,Caucasian,34.0,2015-06-14,67489.0,0% ,United States,Chicago,Still Working
E982,Audrey Richardson,Director,IT,Manufacturing,Female,Caucasian,50.0,2018-10-06,166259.0,17% ,United States,Chicago,Still Working
E983,Scarlett Kumar,Systems Analyst,IT,Corporate,Female,Asian,59.0,2009-01-07,47032.0,0% ,United States,Columbus,Still Working
E984,Wesley Young,Sr. Analyst,Marketing,Speciality Products,Male,Caucasian,37.0,2016-09-18,98427.0,0% ,United States,Columbus,Still Working
E985,Lillian Khan,Analyst,Finance,Speciality Products,Female,Asian,48.0,2010-05-31,47387.0,0% ,China,Chengdu,2018-01-08
E986,Oliver Yang,Director,Marketing,Speciality Products,Male,Asian,35.0,2019-06-10,176710.0,15% ,United States,Miami,Still Working
E987,Lily Nguyen,Sr. Analyst,Finance,Speciality Products,Female,Asian,37.0,2012-01-28,95960.0,0% ,China,Chengdu,Still Working
E988,Sofia Cheng,Vice President,Accounting,Corporate,Female,Asian,67.0,2020-07-26,216195.0,31% ,United States,Miami,Still Working
